trade_number,timestamp,exit_timestamp,asset,direction,ob_id,ob_high,ob_low,ob_width,ob_width_percent,tp_regime,entry_price,sl_price,tp_price,risk_distance,reward_distance,planned_rr,outcome,realized_R,starting_capital_10pct,risk_amount_10pct,pnl_dollar_10pct,ending_capital_10pct,starting_capital_1pct,risk_amount_1pct,pnl_dollar_1pct,ending_capital_1pct,holding_time_hours,exit_reason,ambiguity_status
805,2026-01-05T13:00:00+00:00,2026-01-05T14:00:00+00:00,SOLUSD,LONG,SOLUSD_14005_BULLISH_13987_13993,134.2063,133.106,1.1003,0.8224,REGIME_B_GT_06,133.9312,133.106,134.7564,0.8252,0.8252,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2664,0.0127,0.0127,1.2791,1,TP_HIT,UNAMBIGUOUS
806,2026-01-05T21:00:00+00:00,2026-01-06T05:00:00+00:00,SOLUSD,SHORT,SOLUSD_14013_BEARISH_13428_13431,139.9,138.379,1.521,1.0988,REGIME_B_GT_06,138.7593,139.9,137.6185,1.1407,1.1407,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2791,0.0128,-0.0128,1.2663,8,SL_HIT,UNAMBIGUOUS
807,2026-01-06T16:00:00+00:00,2026-01-06T17:00:00+00:00,SOLUSD,LONG,SOLUSD_14032_BULLISH_14023_14030,139.1,137.338,1.762,1.2684,REGIME_B_GT_06,138.6595,137.338,139.981,1.3215,1.3215,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2663,0.0127,-0.0127,1.2536,1,SL_HIT,UNAMBIGUOUS
808,2026-01-06T21:00:00+00:00,2026-01-07T09:00:00+00:00,ETHUSD,SHORT,ETHUSD_14037_BEARISH_14031_14033,3301.35,3260.25,41.1,1.2547,REGIME_B_GT_06,3270.525,3301.35,3239.7,30.825,30.825,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2536,0.0125,0.0125,1.2661,12,TP_HIT,UNAMBIGUOUS
809,2026-01-07T15:00:00+00:00,2026-01-07T19:00:00+00:00,SOLUSD,LONG,SOLUSD_14055_BULLISH_13998_14011,135.7,134.627,1.073,0.7908,REGIME_B_GT_06,135.4317,134.627,136.2365,0.8047,0.8047,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2661,0.0127,-0.0127,1.2535,4,SL_HIT,UNAMBIGUOUS
810,2026-01-08T16:00:00+00:00,2026-01-08T17:00:00+00:00,SOLUSD,SHORT,SOLUSD_14080_BEARISH_14068_14076,138.36,136.425,1.935,1.4001,REGIME_B_GT_06,136.9087,138.36,135.4575,1.4513,1.4513,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2535,0.0125,-0.0125,1.2409,1,SL_HIT,UNAMBIGUOUS
811,2026-01-08T17:00:00+00:00,2026-01-08T20:00:00+00:00,BTCUSD,SHORT,BTCUSD_14081_BEARISH_14065_14070,91660.0,91268.0,392.0,0.4292,REGIME_A_LE_06,91268.0,91660.0,90596.0,392.0,672.0,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.2409,0.0124,0.0213,1.2622,3,TP_HIT,UNAMBIGUOUS
812,2026-01-10T13:00:00+00:00,2026-01-11T20:00:00+00:00,XRPUSD,LONG,XRPUSD_14125_BULLISH_14117_14122,2.0919,2.0795,0.0124,0.593,REGIME_A_LE_06,2.0919,2.0795,2.1132,0.0124,0.0213,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2622,0.0126,-0.0126,1.2496,31,SL_HIT,UNAMBIGUOUS
813,2026-01-11T23:00:00+00:00,2026-01-12T01:00:00+00:00,BTCUSD,SHORT,BTCUSD_14159_BEARISH_14152_14158,91257.5,90844.0,413.5,0.4545,REGIME_A_LE_06,90844.0,91257.5,90135.1429,413.5,708.8571,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2496,0.0125,-0.0125,1.2371,2,SL_HIT,UNAMBIGUOUS
814,2026-01-12T02:00:00+00:00,2026-01-12T03:00:00+00:00,XRPUSD,SHORT,XRPUSD_14162_BEARISH_14150_14156,2.1093,2.0962,0.0131,0.624,REGIME_B_GT_06,2.0995,2.1093,2.0896,0.0098,0.0098,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2371,0.0124,0.0124,1.2495,1,TP_HIT,UNAMBIGUOUS
815,2026-01-12T08:00:00+00:00,2026-01-12T14:00:00+00:00,BTCUSD,LONG,BTCUSD_14168_BULLISH_14159_14161,91009.5,90195.0,814.5,0.8978,REGIME_B_GT_06,90805.875,90195.0,91416.75,610.875,610.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2495,0.0125,-0.0125,1.237,6,SL_HIT,UNAMBIGUOUS
816,2026-01-12T15:00:00+00:00,2026-01-12T16:00:00+00:00,XRPUSD,SHORT,XRPUSD_14175_BEARISH_14163_14170,2.1053,2.079,0.0263,1.2565,REGIME_B_GT_06,2.0856,2.1053,2.0659,0.0197,0.0197,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.237,0.0124,-0.0124,1.2246,1,SL_HIT,UNAMBIGUOUS
817,2026-01-12T22:00:00+00:00,2026-01-13T05:00:00+00:00,ETHUSD,LONG,ETHUSD_14182_BULLISH_14102_14162,3098.35,3060.7,37.65,1.2166,REGIME_B_GT_06,3088.9375,3060.7,3117.175,28.2375,28.2375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2246,0.0122,0.0122,1.2368,7,TP_HIT,UNAMBIGUOUS
818,2026-01-13T10:00:00+00:00,2026-01-13T16:00:00+00:00,SOLUSD,SHORT,SOLUSD_14194_BEARISH_14176_14186,144.3109,142.121,2.1899,1.5409,REGIME_B_GT_06,142.6685,144.3109,141.026,1.6424,1.6424,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2368,0.0124,-0.0124,1.2245,6,SL_HIT,UNAMBIGUOUS
819,2026-01-14T14:00:00+00:00,2026-01-14T16:00:00+00:00,ETHUSD,SHORT,ETHUSD_14222_BEARISH_14212_14218,3364.0,3335.65,28.35,0.8467,REGIME_B_GT_06,3342.7375,3364.0,3321.475,21.2625,21.2625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2245,0.0122,-0.0122,1.2122,2,SL_HIT,UNAMBIGUOUS
820,2026-01-15T03:00:00+00:00,2026-01-15T06:00:00+00:00,SOLUSD,LONG,SOLUSD_14235_BULLISH_14201_14206,143.643,142.468,1.175,0.8189,REGIME_B_GT_06,143.3492,142.468,144.2305,0.8812,0.8812,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2122,0.0121,0.0121,1.2244,3,TP_HIT,UNAMBIGUOUS
821,2026-01-15T09:00:00+00:00,2026-01-15T14:00:00+00:00,ETHUSD,SHORT,ETHUSD_14241_BEARISH_14228_14234,3392.45,3361.25,31.2,0.927,REGIME_B_GT_06,3369.05,3392.45,3345.65,23.4,23.4,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2244,0.0122,0.0122,1.2366,5,TP_HIT,UNAMBIGUOUS
822,2026-01-16T13:00:00+00:00,2026-01-16T15:00:00+00:00,SOLUSD,LONG,SOLUSD_14269_BULLISH_14261_14268,143.636,141.48,2.156,1.507,REGIME_B_GT_06,143.097,141.48,144.714,1.617,1.617,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2366,0.0124,-0.0124,1.2242,2,SL_HIT,UNAMBIGUOUS
823,2026-01-16T17:00:00+00:00,2026-01-16T18:00:00+00:00,SOLUSD,SHORT,SOLUSD_14273_BEARISH_14268_14271,143.872,143.121,0.751,0.524,REGIME_A_LE_06,143.121,143.872,141.8336,0.751,1.2874,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2242,0.0122,-0.0122,1.212,1,SL_HIT,UNAMBIGUOUS
824,2026-01-16T20:00:00+00:00,2026-01-18T01:00:00+00:00,SOLUSD,SHORT,SOLUSD_14276_BEARISH_14241_14249,146.023,144.472,1.551,1.0699,REGIME_B_GT_06,144.8598,146.023,143.6965,1.1632,1.1632,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.212,0.0121,0.0121,1.2241,29,TP_HIT,UNAMBIGUOUS
825,2026-01-18T17:00:00+00:00,2026-01-18T18:00:00+00:00,SOLUSD,SHORT,SOLUSD_14321_BEARISH_14313_14318,142.632,142.311,0.321,0.2255,REGIME_A_LE_06,142.311,142.632,141.7607,0.321,0.5503,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2241,0.0122,-0.0122,1.2119,1,SL_HIT,UNAMBIGUOUS
826,2026-01-18T22:00:00+00:00,2026-01-18T23:00:00+00:00,BTCUSD,SHORT,BTCUSD_14326_BEARISH_14295_14305,95626.0,95387.5,238.5,0.2499,REGIME_A_LE_06,95387.5,95626.0,94978.6429,238.5,408.8571,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.2119,0.0121,0.0208,1.2326,1,TP_HIT,UNAMBIGUOUS
827,2026-01-21T16:00:00+00:00,2026-01-21T17:00:00+00:00,BTCUSD,LONG,BTCUSD_14392_BULLISH_13900_13913,87841.0,87524.0,317.0,0.362,REGIME_A_LE_06,87841.0,87524.0,88384.4286,317.0,543.4286,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2326,0.0123,-0.0123,1.2203,1,SL_HIT,UNAMBIGUOUS
828,2026-01-21T19:00:00+00:00,2026-01-22T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_14395_BEARISH_14391_14392,90540.0,89713.5,826.5,0.915,REGIME_B_GT_06,89920.125,90540.0,89300.25,619.875,619.875,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2203,0.0122,0.0122,1.2325,20,TP_HIT,UNAMBIGUOUS
829,2026-01-23T06:00:00+00:00,2026-01-23T08:00:00+00:00,BTCUSD,LONG,BTCUSD_14430_BULLISH_14422_14428,89544.5,89108.0,436.5,0.4878,REGIME_A_LE_06,89544.5,89108.0,90292.7857,436.5,748.2857,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2325,0.0123,-0.0123,1.2202,2,SL_HIT,UNAMBIGUOUS
830,2026-01-23T15:00:00+00:00,2026-01-23T16:00:00+00:00,XRPUSD,SHORT,XRPUSD_14439_BEARISH_14419_14438,1.9348,1.9166,0.0182,0.9476,REGIME_B_GT_06,1.9212,1.9348,1.9075,0.0136,0.0136,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2202,0.0122,-0.0122,1.208,1,SL_HIT,UNAMBIGUOUS
831,2026-01-23T16:00:00+00:00,2026-01-23T17:00:00+00:00,ETHUSD,SHORT,ETHUSD_14440_BEARISH_14428_14432,2984.3,2962.2,22.1,0.7449,REGIME_B_GT_06,2967.725,2984.3,2951.15,16.575,16.575,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.208,0.0121,-0.0121,1.1959,1,SL_HIT,UNAMBIGUOUS
832,2026-01-24T18:00:00+00:00,2026-01-25T01:00:00+00:00,XRPUSD,SHORT,XRPUSD_14466_BEARISH_14461_14463,1.9236,1.9177,0.0059,0.3073,REGIME_A_LE_06,1.9177,1.9236,1.9076,0.0059,0.0101,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.1959,0.012,0.0205,1.2164,7,TP_HIT,UNAMBIGUOUS
833,2026-01-26T15:00:00+00:00,2026-01-27T16:00:00+00:00,SOLUSD,LONG,SOLUSD_14511_BULLISH_14500_14510,123.612,121.571,2.041,1.6525,REGIME_B_GT_06,123.1017,121.571,124.6325,1.5307,1.5307,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2164,0.0122,0.0122,1.2286,25,TP_HIT,UNAMBIGUOUS
834,2026-01-27T16:00:00+00:00,2026-01-27T17:00:00+00:00,XRPUSD,SHORT,XRPUSD_14536_BEARISH_14524_14529,1.9169,1.9063,0.0106,0.5541,REGIME_A_LE_06,1.9063,1.9169,1.8881,0.0106,0.0182,1.7143,TP_HIT,1.7143,0.0,0.0,0.0,0.0,1.2286,0.0123,0.0211,1.2496,1,TP_HIT,UNAMBIGUOUS
835,2026-01-27T20:00:00+00:00,2026-01-27T21:00:00+00:00,SOLUSD,SHORT,SOLUSD_14540_BEARISH_14471_14479,127.736,127.173,0.563,0.4419,REGIME_A_LE_06,127.173,127.736,126.2079,0.563,0.9651,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2496,0.0125,-0.0125,1.2371,1,SL_HIT,UNAMBIGUOUS
836,2026-01-28T01:00:00+00:00,2026-01-28T08:00:00+00:00,ETHUSD,SHORT,ETHUSD_14545_BEARISH_14402_14414,3037.8,3014.2,23.6,0.7821,REGIME_B_GT_06,3020.1,3037.8,3002.4,17.7,17.7,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2371,0.0124,0.0124,1.2495,7,TP_HIT,UNAMBIGUOUS
837,2026-01-28T12:00:00+00:00,2026-01-28T15:00:00+00:00,SOLUSD,LONG,SOLUSD_14556_BULLISH_14553_14555,127.624,126.0,1.624,1.2765,REGIME_B_GT_06,127.218,126.0,128.436,1.218,1.218,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2495,0.0125,-0.0125,1.237,3,SL_HIT,UNAMBIGUOUS
838,2026-01-29T08:00:00+00:00,2026-01-29T14:00:00+00:00,BTCUSD,LONG,BTCUSD_14576_BULLISH_14535_14540,88173.5,87538.5,635.0,0.7213,REGIME_B_GT_06,88014.75,87538.5,88491.0,476.25,476.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.237,0.0124,-0.0124,1.2247,6,SL_HIT,UNAMBIGUOUS
839,2026-02-01T11:00:00+00:00,2026-02-01T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_14651_BEARISH_14648_14650,106.023,104.812,1.211,1.153,REGIME_B_GT_06,105.1148,106.023,104.2065,0.9082,0.9082,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2247,0.0122,-0.0122,1.2124,2,SL_HIT,UNAMBIGUOUS
840,2026-02-02T09:00:00+00:00,2026-02-02T11:00:00+00:00,XRPUSD,SHORT,XRPUSD_14673_BEARISH_14658_14669,1.6259,1.6006,0.0253,1.5733,REGIME_B_GT_06,1.6069,1.6259,1.5879,0.019,0.019,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2124,0.0121,-0.0121,1.2003,2,SL_HIT,UNAMBIGUOUS
841,2026-02-02T13:00:00+00:00,2026-02-02T15:00:00+00:00,BTCUSD,SHORT,BTCUSD_14677_BEARISH_14650_14655,79202.0,78107.0,1095.0,1.4006,REGIME_B_GT_06,78380.75,79202.0,77559.5,821.25,821.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2003,0.012,-0.012,1.1883,2,SL_HIT,UNAMBIGUOUS
842,2026-02-03T03:00:00+00:00,2026-02-03T06:00:00+00:00,BTCUSD,SHORT,BTCUSD_14691_BEARISH_14689_14690,79171.0,78684.5,486.5,0.618,REGIME_B_GT_06,78806.125,79171.0,78441.25,364.875,364.875,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.1883,0.0119,0.0119,1.2002,3,TP_HIT,UNAMBIGUOUS
843,2026-02-03T15:00:00+00:00,2026-02-03T16:00:00+00:00,XRPUSD,SHORT,XRPUSD_14703_BEARISH_14696_14702,1.6245,1.6115,0.013,0.8037,REGIME_B_GT_06,1.6147,1.6245,1.605,0.0098,0.0098,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2002,0.012,0.012,1.2122,1,TP_HIT,UNAMBIGUOUS
844,2026-02-05T09:00:00+00:00,2026-02-05T11:00:00+00:00,ETHUSD,SHORT,ETHUSD_14745_BEARISH_14737_14742,2173.45,2122.4,51.05,2.3931,REGIME_B_GT_06,2135.1625,2173.45,2096.875,38.2875,38.2875,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2122,0.0121,0.0121,1.2243,2,TP_HIT,UNAMBIGUOUS
845,2026-02-06T22:00:00+00:00,2026-02-07T00:00:00+00:00,BTCUSD,SHORT,BTCUSD_14782_BEARISH_14745_14748,71950.0,71013.5,936.5,1.3129,REGIME_B_GT_06,71247.625,71950.0,70545.25,702.375,702.375,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.2243,0.0122,0.0122,1.2365,2,TP_HIT,UNAMBIGUOUS
846,2026-02-07T17:00:00+00:00,2026-02-07T18:00:00+00:00,SOLUSD,SHORT,SOLUSD_14801_BEARISH_14788_14791,89.005,87.253,1.752,1.9995,REGIME_B_GT_06,87.691,89.005,86.377,1.314,1.314,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2365,0.0124,-0.0124,1.2242,1,SL_HIT,UNAMBIGUOUS
847,2026-02-07T19:00:00+00:00,2026-02-09T10:00:00+00:00,XRPUSD,LONG,XRPUSD_14803_BULLISH_14796_14802,1.4399,1.3901,0.0498,3.482,REGIME_B_GT_06,1.4274,1.3901,1.4648,0.0373,0.0373,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2242,0.0122,-0.0122,1.2119,39,SL_HIT,UNAMBIGUOUS
848,2026-02-09T15:00:00+00:00,2026-02-09T16:00:00+00:00,XRPUSD,SHORT,XRPUSD_14847_BEARISH_14837_14840,1.4548,1.4403,0.0145,1.003,REGIME_B_GT_06,1.4439,1.4548,1.433,0.0109,0.0109,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2119,0.0121,-0.0121,1.1998,1,SL_HIT,UNAMBIGUOUS
849,2026-02-09T16:00:00+00:00,2026-02-10T18:00:00+00:00,SOLUSD,SHORT,SOLUSD_14848_BEARISH_14831_14839,89.0094,86.043,2.9664,3.4455,REGIME_B_GT_06,86.7846,89.0094,84.5598,2.2248,2.2248,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.1998,0.012,0.012,1.2118,26,TP_HIT,UNAMBIGUOUS
850,2026-02-12T07:00:00+00:00,2026-02-12T09:00:00+00:00,SOLUSD,SHORT,SOLUSD_14911_BEARISH_14893_14894,81.8077,80.6505,1.1572,1.4329,REGIME_B_GT_06,80.9398,81.8077,80.0719,0.8679,0.8679,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.2118,0.0121,-0.0121,1.1997,2,SL_HIT,UNAMBIGUOUS
851,2026-02-12T15:00:00+00:00,2026-02-12T16:00:00+00:00,BTCUSD,LONG,BTCUSD_14919_BULLISH_14909_14915,67185.5,66646.5,539.0,0.8032,REGIME_B_GT_06,67050.75,66646.5,67455.0,404.25,404.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1997,0.012,-0.012,1.1877,1,SL_HIT,UNAMBIGUOUS
852,2026-02-14T12:00:00+00:00,2026-02-15T12:00:00+00:00,ETHUSD,LONG,ETHUSD_14964_BULLISH_14944_14960,2072.8,2030.55,42.25,2.0407,REGIME_B_GT_06,2062.2375,2030.55,2093.925,31.6875,31.6875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1877,0.0119,-0.0119,1.1758,24,SL_HIT,UNAMBIGUOUS
853,2026-02-15T12:00:00+00:00,2026-02-15T13:00:00+00:00,BTCUSD,LONG,BTCUSD_14988_BULLISH_14979_14981,69974.5,69219.0,755.5,1.0903,REGIME_B_GT_06,69785.625,69219.0,70352.25,566.625,566.625,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1758,0.0118,-0.0118,1.164,1,SL_HIT,UNAMBIGUOUS
854,2026-02-16T06:00:00+00:00,2026-02-16T09:00:00+00:00,SOLUSD,LONG,SOLUSD_15006_BULLISH_14948_14960,85.063,84.172,0.891,1.0477,REGIME_B_GT_06,84.8402,84.172,85.5085,0.6683,0.6683,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.164,0.0116,0.0116,1.1757,3,TP_HIT,UNAMBIGUOUS
855,2026-02-16T12:00:00+00:00,2026-02-16T13:00:00+00:00,SOLUSD,SHORT,SOLUSD_15012_BEARISH_14998_15005,86.665,86.053,0.612,0.7101,REGIME_B_GT_06,86.206,86.665,85.747,0.459,0.459,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1757,0.0118,-0.0118,1.1639,1,SL_HIT,AMBIGUOUS_RESOLVED_CONSERVATIVE
856,2026-02-16T13:00:00+00:00,2026-02-16T15:00:00+00:00,BTCUSD,LONG,BTCUSD_15013_BULLISH_15003_15012,68445.0,68121.0,324.0,0.4739,REGIME_A_LE_06,68445.0,68121.0,69000.4286,324.0,555.4286,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1639,0.0116,-0.0116,1.1523,2,SL_HIT,UNAMBIGUOUS
857,2026-02-16T15:00:00+00:00,2026-02-17T14:00:00+00:00,XRPUSD,LONG,XRPUSD_15015_BULLISH_15005_15009,1.475,1.4475,0.0275,1.8662,REGIME_B_GT_06,1.4681,1.4475,1.4888,0.0206,0.0206,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1523,0.0115,-0.0115,1.1408,23,SL_HIT,UNAMBIGUOUS
858,2026-02-18T11:00:00+00:00,2026-02-18T13:00:00+00:00,ETHUSD,LONG,ETHUSD_15059_BULLISH_15049_15055,1983.35,1967.6,15.75,0.7953,REGIME_B_GT_06,1979.4125,1967.6,1991.225,11.8125,11.8125,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1408,0.0114,-0.0114,1.1294,2,SL_HIT,UNAMBIGUOUS
859,2026-02-19T18:00:00+00:00,2026-02-20T00:00:00+00:00,BTCUSD,SHORT,BTCUSD_15090_BEARISH_15079_15085,67308.5,67008.0,300.5,0.4484,REGIME_A_LE_06,67008.0,67308.5,66492.8571,300.5,515.1429,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1294,0.0113,-0.0113,1.1181,6,SL_HIT,UNAMBIGUOUS
860,2026-02-20T01:00:00+00:00,2026-02-20T04:00:00+00:00,XRPUSD,SHORT,XRPUSD_15097_BEARISH_15079_15083,1.437,1.4214,0.0156,1.0952,REGIME_B_GT_06,1.4253,1.437,1.4136,0.0117,0.0117,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.1181,0.0112,0.0112,1.1293,3,TP_HIT,UNAMBIGUOUS
861,2026-02-21T20:00:00+00:00,2026-02-22T14:00:00+00:00,BTCUSD,SHORT,BTCUSD_15140_BEARISH_15026_15038,69226.0,68356.5,869.5,1.2692,REGIME_B_GT_06,68573.875,69226.0,67921.75,652.125,652.125,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.1293,0.0113,0.0113,1.1405,18,TP_HIT,UNAMBIGUOUS
862,2026-02-22T15:00:00+00:00,2026-02-23T00:00:00+00:00,SOLUSD,LONG,SOLUSD_15159_BULLISH_15109_15114,83.712,81.75,1.962,2.3499,REGIME_B_GT_06,83.2215,81.75,84.693,1.4715,1.4715,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1405,0.0114,-0.0114,1.1291,9,SL_HIT,UNAMBIGUOUS
863,2026-02-24T16:00:00+00:00,2026-02-24T22:00:00+00:00,SOLUSD,SHORT,SOLUSD_15208_BEARISH_15186_15195,79.28,78.039,1.241,1.5886,REGIME_B_GT_06,78.3492,79.28,77.4185,0.9308,0.9308,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1291,0.0113,-0.0113,1.1178,6,SL_HIT,UNAMBIGUOUS
864,2026-02-27T09:00:00+00:00,2026-02-27T10:00:00+00:00,BTCUSD,LONG,BTCUSD_15273_BULLISH_15265_15272,67352.0,66850.0,502.0,0.7456,REGIME_B_GT_06,67226.5,66850.0,67603.0,376.5,376.5,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1178,0.0112,-0.0112,1.1067,1,SL_HIT,UNAMBIGUOUS
865,2026-02-27T14:00:00+00:00,2026-02-27T15:00:00+00:00,XRPUSD,LONG,XRPUSD_15278_BULLISH_15221_15228,1.3696,1.3523,0.0173,1.2733,REGIME_B_GT_06,1.3653,1.3523,1.3782,0.013,0.013,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.1067,0.0111,-0.0111,1.0956,1,SL_HIT,UNAMBIGUOUS
866,2026-02-27T16:00:00+00:00,2026-02-28T06:00:00+00:00,BTCUSD,LONG,BTCUSD_15280_BULLISH_15221_15230,65487.0,64726.0,761.0,1.1626,REGIME_B_GT_06,65296.75,64726.0,65867.5,570.75,570.75,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.0956,0.011,-0.011,1.0846,14,SL_HIT,UNAMBIGUOUS
867,2026-03-04T05:00:00+00:00,2026-03-04T07:00:00+00:00,BTCUSD,SHORT,BTCUSD_15389_BEARISH_15385_15387,68891.5,67928.5,963.0,1.4124,REGIME_B_GT_06,68169.25,68891.5,67447.0,722.25,722.25,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.0846,0.0108,-0.0108,1.0738,2,SL_HIT,UNAMBIGUOUS
868,2026-03-04T08:00:00+00:00,2026-03-04T09:00:00+00:00,BTCUSD,SHORT,BTCUSD_15392_BEARISH_14835_14840,71429.0,70582.5,846.5,1.1922,REGIME_B_GT_06,70794.125,71429.0,70159.25,634.875,634.875,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.0738,0.0107,-0.0107,1.0631,1,SL_HIT,UNAMBIGUOUS
869,2026-03-05T09:00:00+00:00,2026-03-05T10:00:00+00:00,BTCUSD,SHORT,BTCUSD_15417_BEARISH_15409_15415,73300.0,72376.0,924.0,1.2733,REGIME_B_GT_06,72607.0,73300.0,71914.0,693.0,693.0,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.0631,0.0106,-0.0106,1.0524,1,SL_HIT,UNAMBIGUOUS
870,2026-03-05T17:00:00+00:00,2026-03-05T19:00:00+00:00,XRPUSD,LONG,XRPUSD_15425_BULLISH_15396_15399,1.4,1.3823,0.0177,1.2647,REGIME_B_GT_06,1.3956,1.3823,1.4088,0.0133,0.0133,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.0524,0.0105,0.0105,1.063,2,TP_HIT,UNAMBIGUOUS
871,2026-03-06T07:00:00+00:00,2026-03-06T09:00:00+00:00,BTCUSD,SHORT,BTCUSD_15439_BEARISH_15429_15436,71538.0,70993.0,545.0,0.7672,REGIME_B_GT_06,71129.25,71538.0,70720.5,408.75,408.75,1.0,TP_HIT,1.0,0.0,0.0,0.0,0.0,1.063,0.0106,0.0106,1.0736,2,TP_HIT,UNAMBIGUOUS
872,2026-03-06T20:00:00+00:00,2026-03-08T02:00:00+00:00,ETHUSD,LONG,ETHUSD_15452_BULLISH_15387_15391,1979.8,1944.0,35.8,1.8101,REGIME_B_GT_06,1970.85,1944.0,1997.7,26.85,26.85,1.0,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.0736,0.0107,-0.0107,1.0628,30,SL_HIT,UNAMBIGUOUS
873,2026-03-08T07:00:00+00:00,2026-03-08T08:00:00+00:00,BTCUSD,SHORT,BTCUSD_15487_BEARISH_15480_15482,67466.0,67148.5,317.5,0.4719,REGIME_A_LE_06,67148.5,67466.0,66604.2143,317.5,544.2857,1.7143,SL_HIT,-1.0,0.0,0.0,-0.0,0.0,1.0628,0.0106,-0.0106,1.0522,1,SL_HIT,UNAMBIGUOUS
